text,pred
Everyone was more then happy with his choices.,"[('choices', None)]"
"Again, the waitress was awesome.","[('waitress', None)]"
Worth the trip from Manhattan.,"[('trip', None)]"
I loved everythig about it-especially the shows and actors.,[]
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,"[('food', None), ('meals', None), ('sauce', None), ('service', None)]"
"The food was just OK, I would never go back.","[('food', None)]"
Zero ambiance to boot.,[]
Got a little loud after 8pm when the joint got full.,"[('pm', None), ('joint', None)]"
Scalina Fedeli reminded me why service is so integral to fine dining.,"[('dining', None), ('service', None)]"
i recommend the thai popcorn :),"[('popcorn', None)]"
I can't wait for the nex time.,"[('nex time', None)]"
"Everything looks great, the drinks, the decor, the food, even the people.",[]
As soon as my father lifted his pen from the check a chef appeared to usher us out.,"[('chef', None)]"
The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,[]
Great neighborhood joint.,"[('neighborhood joint', None)]"
The tuna and wasabe potatoes are excellent.,"[('tuna', None), ('wasabe potatoes', None)]"
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,[]
My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,"[('food', None)]"
Ummm...the beer was cold.,"[('beer', None)]"
I take all my NYC guests to VT's.,[]
"It is sometimes a little cramped, and can get a little warm, but hello, it's NYC!",[]
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.","[('desserts', None), ('cannoli', None)]"
"Good crowd, good outdoor seating, with a hip japanese vibe.","[('crowd', None), ('vibe', None), ('seating', None)]"
"Even with the prix fixe pricing, this restaurant is not worth it.","[('restaurant', None)]"
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.","[('rest', None), ('traffic area', None), ('back', None), ('room', None)]"
"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.","[('restaurant', None)]"
"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.","[('popularity', None)]"
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.","[('glass', None), ('sum lover', None), ('chinatown restaurants', None), ('life', None), ('myriad', None), ('waters', None), ('ping', None)]"
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.","[('halibut', None), ('service', None)]"
"The view is spectacular, and the food is great.","[('food', None), ('view', None)]"
"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.","[('place', None)]"
Good bagels and good cream cheese.,"[('bagels', None), ('cream cheese', None)]"
"The food is wonderful, tasty and filling, and the service is professional and friendly.","[('food', None), ('service', None)]"
It is also extremely well priced.,[]
Always great service!,[]
I am happy i did the food was awsome.,[]
I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.,"[('restaurants', None)]"
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.","[('chicken casserole', None), ('meat', None), ('pieces', None), ('bone', None)]"
A bit breezy up there on the mezzanine from the wind coming from the tracks.,"[('mezzanine', None)]"
I went to DF for Valentines Day dinner.,[]
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.","[('jelly fish', None), ('dumplings', None), ('chicken', None)]"
I LOVED THE SHOWS.,[]
"and i have been around the block, to say the very least.","[('block', None)]"
We could have made a meal of the yummy dumplings from the dumpling menu.,"[('dumplings', None)]"
The aesthetics of this place are like an airport lounge.,[]
"Then, get ripped on free box wine.","[('box wine', None)]"
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,"[('wife', None)]"
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","[('quality fish', None), ('staff', None), ('sushi chef', None)]"
The food itself was just ok - nothing spectacular - but the service was awful.,"[('food', None), ('service', None)]"
The pizza is yummy and I like the atmoshpere.,"[('pizza', None)]"
"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.","[('seats', None), ('windows', None), ('noticicing', None), ('taj mahal', None)]"
"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.","[('roll', None)]"
Give it a try and enjoy.,"[('try', None)]"
Good food.,"[('food', None)]"
...and that's saying a lot.,[]
"those rolls were big, but not good and sashimi wasn't fresh.","[('sashimi', None), ('rolls', None)]"
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.","[('amount', None), ('crust pizza', None), ('cheese', None), ('pesto pizza', None)]"
The only thing I could get attention from was one of at least two cats running around that kept batting at my table.,"[('attention', None), ('thing', None)]"
if your into thai..you cannot miss this great restaurant.,"[('restaurant', None)]"
"Going to Ballato's is like coming home and eating in my own kitchen, an absolute delight!","[('kitchen', None)]"
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.","[('lamb vindaloo', None), ('price', None), ('shrimp appetizer', None), ('world', None)]"
"However, go for the ambience, and consider the food just a companion for a trip across the world!","[('ambience', None), ('companion', None), ('food', None)]"
I think this is one of the more underrated places in the city.,"[('city', None), ('places', None)]"
for out-of-towners who will get a big thrill out of the location!,[]
Everyone that has ever come here with me has become a convert and returned regularly with their own friends.,"[('friends', None)]"
Food was good not great not worth the wait or another visit,"[('visit', None), ('wait', None), ('food', None)]"
I go at least 3 times a month and have never been disappointed.,[]
"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.","[('wong', None), ('translation', None), ('place', None)]"
I think the restaurant was too loud (when full) to be romantic.,"[('restaurant', None)]"
"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.","[('date', None), ('girlfriends', None), ('dinners', None), ('mom', None), ('groups', None), ('husband', None)]"
"When you want a piece of beef, head on over.","[('head', None)]"
"Delicate spices, onions, eggs and a kick-ass roti.","[('spices', None), ('eggs', None), ('onions', None), ('ass roti', None)]"
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,"[('restaurant', None), ('food', None), ('price', None)]"
"I actually gave Patroon another chance before writing this, but the second visit was even worse.","[('visit', None)]"
