text,terms,lab_sim
the sheer power and flexibility makes the macbook pro a must have for any techie!,"[('flexibility', None), ('macbook', None), ('power', None)]",0.7142145
the speakers on it are useless too.,"[('speakers', None)]",0.44632587
i've had my macbook pro for three years now and still love it!,"[('macbook', None)]",0.71994406
battery is lasting about 6 hours as i am surfing the web on sundays while checking football scores and watching funny youtube videos.,"[('battery', None)]",0.23587872
iphoto is great for adding pictures right to facebook and other social networking sites.,"[('iphoto', None)]",0.23771198
"in early may i got it back and this time i only had it back for 1 day before it had a new issue so it was sent back in for the 6th time they ""expedited"" the repairs so i was only supposed to have to be without it for 3 days and it was supposed to be fixed, by a ""senior tech"".","[('repair', None)]",0.4581854
"some features arent friendly ( volume wheel, sound quality, etc.","[('features', None), ('sound quality', None), ('volume wheel', None)]",0.5043317
"a cheaper price should not equal a ""cheap"" product.","[('product', None), ('price', None)]",0.3208707
they were able to set-up with labtops themselves within a few minutes.,"[('set-up', None)]",0.33360004
i consider myself an average user and this computer serves my need.,"[('computer', None)]",0.5947639
adjust the sensitivity since it's not that responsive to begin with.,"[('sensitivity', None)]",0.29910383
"after a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.","[('battery life', None)]",0.44834417
"the system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that i use every day in my work as a graphic artist run poorly.","[('system', None), ('battery life', None)]",0.5770066
i would never buy a dell again.,"[('dell', None)]",0.59441566
it's even easy to hook up to other wireless networks.,"[('hook up', None)]",0.35709906
"also, i have had alot of trouble with the shift key to go to other lines.","[('shift key', None)]",0.3931067
i am now frustrated that i still have to use my work issued windows laptop!,"[('windows laptop', None)]",0.55874866
it gives me the power and speed that i need to run all the programs i use to edit.,"[('speed', None), ('power', None)]",0.48608434
ilife is easily compatible with microsoft office so you can send and receive files from a pc.,"[('ilife', None)]",0.35849452
"as a computer science student in college, i find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;","[('use', None), ('portability', None)]",0.593938
"i fine apple mc373ll/a 2.66ghz 15"" macboook pro notebook meets all my needs for a laptop computer when on the go.","[('mc373ll/a 2.66ghz 15"" macboook pro', None)]",0.593928
"fully charged, the macbook pro can last about five hours unplugged.","[('macbook pro', None)]",0.32676935
it was a hard decision for me since the macbook pro looked so appealing.,"[('macbook', None)]",0.72575974
"even though it is much more expensive than many pc laptops, it is worth the price.","[('price', None), ('pc laptops', None)]",0.66067976
"i know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.","[('laptops', None), ('price', None)]",0.65610945
"for me, keys were starting to get stuck and wouldn't type very well.","[('keys', None)]",0.41191587
"i don't like this company nor the toshiba brand, and i'll never buy another one because i've put more into it then it is worth.","[('toshiba brand', None)]",0.6848455
the computer was two weeks late in delivery because hp forgot to complete the required import paperwork.,"[('hp', None)]",0.43028343
"if you're looking for a great laptop, you've found the best here.","[('laptop', None)]",0.7475009
i have been very pleased with the performance of this laptop.,"[('performance', None)]",0.6652564
i've always owned a pc and decided to try a macbook to see what it's all about.,"[('pc', None)]",0.70860994
"i bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (internet focused activity: mail, research, etc.) is excellent;","[('battery life', None), ('response', None)]",0.45455983
its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,"[('features', None)]",0.6862845
"overall, this is a wonderful computer and definitly worth the purchase!","[('computer', None)]",0.6966398
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac the size and look is the most feature that attracted me to it.","[('look', None), ('size', None)]",0.59081984
the new macbook pro 15 inch i7 is nothing short of amazing.,"[('macbook', None)]",0.6157442
"i would never go back any more, i love this computer so much and i would recommend it to everyone.","[('computer', None)]",0.6261404
"they respond: ""your dissatisfaction is noted""...","[('dissatisfaction', None)]",0.2205757
i was even able to uninstall mcaffe and install one of my symantec licenses with a no issues whatsoever.,"[('symantec', None)]",0.31077778
also the display is exceptional!,"[('display', None)]",0.5577353
this is still a fairly good upgrade to a laptop that was about 4 years old.,"[('upgrade', None), ('laptop', None)]",0.70041543
this is basically the best laptop i have ever had or used.,"[('laptop', None)]",0.80109465
i tell everyone i see out looking to get this or another toshiba.,"[('toshiba', None)]",0.62876236
"so honestly, i wasn't expecting anything less than perfection, and i wasn't disappointed.","[('perfection', None)]",0.20618758
learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on windows machines.,"[('windows machines', None)]",0.33856887
little short on ram but you get what you pay for.,"[('ram', None)]",0.49545965
"it didn't come with any software installed outside of windows media, but for the price, i was very pleased with the condition and the overall product.","[('product', None), ('condition', None), ('price', None)]",0.21324201
"then, one month after the warranty expired, the replacement charger went.","[('replacement charger', None)]",0.28777987
"i love a ""pc"" but i was ready for a change and tired of the windows system.","[('windows system', None)]",0.5619911
"your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.","[('mousepad', None)]",0.34613675
"other installed features, such as certain printer software, are also most attractive.","[('features', None), ('printer software', None)]",0.4927796
