text,aspect_term,polarity,gold_polarity
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive,positive
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive,neutral
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive,negative
"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",service,positive,positive
"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",decor,positive,positive
"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",food,positive,positive
"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",portions,positive,positive
an excellent service,service,positive,positive
"the food however, is what one might expect.",food,positive,neutral
i love their thai noodles with shrimp and chicken and coconut juice is the must!,thai noodles with shrimp and chicken and coconut juice,positive,positive
the pizza was really good.,pizza,positive,positive
"the only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in chinese.",menu items,negative,negative
"food is average, and i would say even the chain restaurant baluchi's tastes better.",food,positive,neutral
the place is small and cramped but the food is fantastic.,place,negative,negative
the place is small and cramped but the food is fantastic.,food,positive,positive
the food is tasty and portion sizes are appropriate.,food,positive,positive
the food is tasty and portion sizes are appropriate.,portion sizes,positive,positive
kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,kosher dills,positive,positive
kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,sandwich,positive,positive
the entertainment was great they have shows that go on through out the dinner.,shows,positive,positive
the entertainment was great they have shows that go on through out the dinner.,dinner,positive,neutral
the entertainment was great they have shows that go on through out the dinner.,entertainment,positive,positive
the food is so cheap and the waiters are nice.,food,positive,positive
the food is so cheap and the waiters are nice.,waiters,positive,positive
the food there is so good that even to order out the wait is incredible.,food,positive,positive
the food there is so good that even to order out the wait is incredible.,wait,positive,negative
the bartender on my most recent visit was so incredibly rude that i will never go back.,bartender,negative,negative
"their sushi, kamikaze and other rolls are fresh and well presented.",sushi,positive,positive
"their sushi, kamikaze and other rolls are fresh and well presented.",kamikaze,positive,positive
"their sushi, kamikaze and other rolls are fresh and well presented.",rolls,positive,positive
"for authentic thai food, look no further than toons.",thai food,positive,positive
"the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners, which is not good considering the bill was nearly $100.",mayonaisse,positive,negative
"the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners, which is not good considering the bill was nearly $100.",food runners,neutral,neutral
"the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners, which is not good considering the bill was nearly $100.",bill,negative,negative
"the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners, which is not good considering the bill was nearly $100.",fries,neutral,negative
"i choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",braised lamb shank in red wine,positive,positive
"i choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",special,positive,positive
"if anyones has doubt of not knowing enough about wines,please check their wine list.",wines,neutral,neutral
"if anyones has doubt of not knowing enough about wines,please check their wine list.",wine list,neutral,positive
