text,aspect_term,polarity,gold_polarity
"i wouldn't play a first-person shooter with this, mind, but if you wanted to run ms office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, i'd highly recommend checking this out.",ms office,positive,neutral
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product.",shipping,positive,positive
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product.",price,positive,positive
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product.",budget,positive,positive
the sheer power and flexibility makes the macbook pro a must have for any techie!,power,positive,positive
the sheer power and flexibility makes the macbook pro a must have for any techie!,flexibility,positive,positive
the notebook is lacking a hdmi port and a s-video port that would enable one to hook it to a tv.,hdmi port,negative,negative
the notebook is lacking a hdmi port and a s-video port that would enable one to hook it to a tv.,s-video port,negative,negative
the speakers on it are useless too.,speakers,negative,negative
battery is lasting about 6 hours as i am surfing the web on sundays while checking football scores and watching funny youtube videos.,battery,positive,neutral
battery is lasting about 6 hours as i am surfing the web on sundays while checking football scores and watching funny youtube videos.,surfing the web,neutral,neutral
iphoto is great for adding pictures right to facebook and other social networking sites.,iphoto,positive,positive
"in early may i got it back and this time i only had it back for 1 day before it had a new issue so it was sent back in for the 6th time they ""expedited"" the repairs so i was only supposed to have to be without it for 3 days and it was supposed to be fixed, by a ""senior tech"".",senior tech,negative,negative
"some features arent friendly ( volume wheel, sound quality, etc.",volume wheel,negative,negative
"some features arent friendly ( volume wheel, sound quality, etc.",sound quality,negative,negative
