text,predictions
"the pro is a great product, i wish that the 13 inch models came with the intel i processors and had a more comfortable edge (the edges hurt my wrists).","[('intel i processors', None), ('edges', None)]"
i am a college student and it has been very useful.,"[('college', None)]"
the apple macbook is the best investment that i have ever made.,"[('apple macbook', None), ('investment', None)]"
my sister is the electronics manager at wal mart and she says that hp is the best.,"[('hp', None), ('electronics manager', None)]"
one drawback i noticed was sound quality via usb.,"[('quality', None), ('usb', None)]"
"the battery life sucked the juice from my laptop and when the extended life battery went out we were sol there to, so much for that warranty covering all the products we purchased.","[('extended life battery', None), ('warranty', None)]"
"i needed a new computer for graduate school (had never owned a laptop before), and the only reason i didn't purchase a mac was because my school's website strongly recommended students purchase pcs.","[('new computer', None), ('mac', None)]"
"i have had another mac, but it got slow due to an older operating system.","[('mac', None), ('operating system', None)]"
if you have the money i suggest going for the i7.,"[('money', None), ('i7', None)]"
"that's very possible, but since they don't make windows xp drivers for the sound card in this machine, i was stuck until windows 7 came out.","[('sound card', None), ('windows xp', None)]"
"i'ts nice to have the higher-end laptops, but this fits my budget and the features i need.","[('features', None), ('laptops', None)]"
"it is, however, very heavy.",[]
"was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.","[('model', None), ('motherboard', None)]"
"well, i started using google chrome, which is a little better, but it freezes too sometimes.","[('chrome', None), ('freezes', None)]"
"also the speakers are not very loud, but it is a netbook.","[('speakers', None), ('netbook', None)]"
love this laptop wonderful price for what you get!,"[('price', None), ('laptop', None)]"
"but, at the same time they (the company) would not and could not do anything about my problem.","[('company', None), ('problem', None)]"
just a black screen!,"[('screen', None), ('black', None)]"
all you have to do is turn it on and it works.,[]
a key contributor that led me to mac is the art aspect.,"[('art', None), ('mac', None)]"
"eventually my battery wouldn't charge, so unless i had it plugged in it wouldn't even power on.","[('battery', None), ('power', None)]"
recently there are a few incidents that annoy the hell out of me.,"[('incidents', None), ('hell', None)]"
save your money and go for a better device.,"[('device', None), ('money', None)]"
"i have been a pc user since middle school, but in my mid twenties i decided to convert to the dark side, or should i say the brighter side of life.","[('pc', None), ('brighter side', None)]"
"purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.","[('e-mail', None), ('e-mail', None)]"
without having to have extra equipment and/or complicated routes to take to be able to do so.,"[('routes', None), ('equipment', None)]"
my first problem was with the pre-loaded norton firewall/security program.,"[('pre-loaded norton firewall/security program', None)]"
"i had a usb connect but, i can't use it because it is not compatible.","[('usb', None)]"
"accordingly, i have decided to never purchase another hp product (my five year old compaq) lasted 5-years before the hard drive crashed.","[('drive', None), ('hp', None)]"
i ordered four d620 laptops.,"[('d620 laptops', None), ('order', None)]"
"i know that everyone thinks macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that best buy offers).","[('expense', None), ('macs', None)]"
"i saw this one, and i have the most difficult time trying to use them, they've made great dust collectors, i hate putting this computer down","[('dust collectors', None), ('computer', None)]"
"i am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.","[('cd drive', None), ('netbook', None)]"
i love the multi-touch trackpad.,"[('multi-touch trackpad', None)]"
i was psyched.,"[('psyched', None), ('food', None)]"
i absolutely love my mac!,"[('mac', None), ('mac', None)]"
from the second you open the box you will fall in love with this computer!,"[('box', None), ('computer', None)]"
hp is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,"[('new', None), ('warranties', None)]"
it would not let me connect to my wifi system where i lived.,"[('w', None), ('wifi', None)]"
"not too much ""junk"" software to remove.","[('software', None), ('remove', None)]"
system is loosing about 20% of performance because of that.,"[('performance', None), ('system', None)]"
"it is easy to use, good quality and good price.","[('quality', None), ('price', None)]"
"the difference in the apple keyboard from a pc's keyboard took a bit of tim to get used to, but overall it's worth it!","[('apple keyboard', None), ('pc', None)]"
it is also extremely pleasing to the eyes without looking too much like an alienware gaming machine.,"[('machine', None), ('alienware', None)]"
the extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,"[('menu', None), ('extended warranty', None)]"
"only issue is that it is a little slow, and i'm fixing that by adding more ram.","[('ram', None), ('ram', None)]"
it is easily portable and i take it everywhere i go and might require internet access.,"[('internet', None), ('take', None)]"
"if i have a few hundred dollars to spare, i'd buy the pro line though, the 2.53 and 2.66 ghz model.","[('line', None), ('ghz', None)]"
